ipa,id,description,ph.anterior,ph.approximant,ph.atr,ph.back,ph.click,ph.consonantal,ph.constr,ph.continuant,ph.coronal,ph.delrel,ph.distributed,ph.dorsal,ph.ejective,ph.fortis,ph.front,ph.high,ph.implosive,ph.labial,ph.labiodental,ph.lateral,ph.long,ph.low,ph.nasal,ph.periodic,ph.pharyngeal,ph.round,ph.rtr,ph.short,ph.sonorant,ph.spread,ph.stress,ph.strident,ph.syllabic,ph.tap,ph.tense,ph.tone,ph.trill,fk.cm,fk.cp,fk.cs,fk.gc,fk.init,fk.phon,fk.pri,fk.pros,fk.sec,fk.tone,fk.vh,fk.vm,fk.vv,notes
i̤ṳ,1747,(breathy) (unrounded-rounded) (close and close) (front and back) (pulmonic-egressive) (vowel),0,+,-,-|+,0,-,-,+,-,0,0,+,-,0,+|-,+,-,-|+,-,-,-,-,-,+,-,+,-,-,+,+,-,0,+,-,+,0,-,,,,vowl,plme,brth,,,,,frnt|back,urrd,clos|clos,
ɳɖr,2556,(voiced) (rhotacized) (retroflex) (pulmonic-egressive) (stop) (pre-nasalized) (consonant),-|+,-|+,0,0,-,+,-,-|+,+,-,-,-,-,-,0,0,-,-,0,-,-,0,+|-|-,+,-,0,0,-,+|-|+,-,-,-,-,-,0,0,-|+,stop,rtfx,pnsz,cons,plme,void,,,rhtz,,,,,
ŋ̤ǀ͓,1658,(breathy) (dental) (velaric-ingressive) (click) (pre-nasalized) (consonant),+,-,0,-,+,+,-,-,+,+,+,+,-,-,-,+,-,-,0,-,-,-,+,+,-,0,0,-,-,+,-,-,-,-,0,0,-,clck,dntl,pnsz,cons,veli,brth,,,,,,,,
ɦ,28,(voiced) (glottal) (pulmonic-egressive) (fricative) (simplex) (consonant),0,-,0,0,-,-,-,+,-,+,0,-,-,-,0,0,-,-,0,-,-,0,-,+,-,0,0,-,-,+,-,0,-,-,0,0,-,frct,gltl,smpx,cons,plme,void,,,,,,,,
æ,23,(voiced) (nearopen) (front) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,+,-,-,-,0,-,-,+,-,+,-,0,-,-,+,-,-,0,+,-,0,0,-,,,,vowl,plme,void,,,,,frnt,,nopn,
ˀd̠ʒ,334,(voiced) (retracted) (postalveolar) (pulmonic-egressive) (affricate) (pre-glottalized) (consonant),-,-,0,0,-,+,+,-,+,+,+,-,-,-,0,0,-,-,0,-,-,0,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-,affr,palv,pglz,cons,plme,void,retr,,,,,,,
ɔ̘ː,397,(long) (voiced) (advanced) (round) (openmid) (back) (pulmonic-egressive) (vowel),0,+,+,+,0,-,-,+,-,0,0,+,-,0,-,-,-,+,-,-,+,-,-,+,-,+,-,-,+,-,-,0,+,-,-,0,-,,,,vowl,plme,void,advc,long,,,back,roun,omid,
ʃ͉,188,(voiceless) (lenis) (postalveolar) (pulmonic-egressive) (fricative) (simplex) (consonant),-,-,0,0,-,+,-,+,+,+,+,-,-,-,0,0,-,-,0,-,-,0,-,-,-,0,0,-,-,-,-,+,-,-,0,0,-,frct,palv,smpx,cons,plme,voil,lens,,,,,,,
ʃ͈,118,(voiceless) (fortis) (postalveolar) (pulmonic-egressive) (fricative) (simplex) (consonant),-,-,0,0,-,+,-,+,+,+,+,-,-,+,0,0,-,-,0,-,-,0,-,-,-,0,0,-,-,-,-,+,-,-,0,0,-,frct,palv,smpx,cons,plme,voil,frts,,,,,,,
ø̞ˤ,98,(voiced) (lowered) (pharyngealized) (round) (closemid) (front) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,+,-,-,+,-,-,-,-,-,+,-,+,+,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,void,lwrd,,phrz,,frnt,roun,cmid,
d̤̥,473,(voiceless) (alveolar) (pulmonic-egressive) (stop) (simplex) (consonant),+,-,0,0,-,+,-,-,+,-,-,-,-,-,0,0,-,-,0,-,-,0,-,-,-,0,0,-,-,+,-,-,-,-,0,0,-,stop,alvr,smpx,cons,plme,voil,,,,,,,,
ʃ͇,1593,(voiceless) (alveolar) (pulmonic-egressive) (fricative) (simplex) (consonant),-,-,0,0,-,+,-,+,+,+,+,-,-,-,0,0,-,-,0,-,-,0,-,-,-,0,0,-,-,-,-,+,-,-,0,0,-,frct,alvr,smpx,cons,plme,voil,,,,,,,,
a̙ˠ,2332,(voiced) (retracted) (velarized) (open) (front) (pulmonic-egressive) (vowel),0,+,-,+,0,-,-,+,-,0,0,+,-,0,-,+,-,-,0,-,-,-,-,+,-,0,+,-,+,-,-,0,+,-,0,0,-,,,,vowl,plme,void,retr,,vlrz,,frnt,,open,
pfʰ,530,(voiceless) (bilabio-labiodental) (pulmonic-egressive) (affricate) (post-aspirated) (consonant),0,-,0,0,-,+,-,-,-,+,0,-,-,-,0,0,-,+,+,-,-,0,-,-,-,-,0,-,-,+,-,0,-,-,0,0,-,affr,blbd,tasp,cons,plme,voil,,,,,,,,
b͈ː,969,(long) (voiced) (fortis) (bilabial) (pulmonic-egressive) (stop) (simplex) (consonant),0,-,0,0,-,+,-,-,-,-,0,-,-,+,0,0,-,+,-,-,+,0,-,+,-,-,0,-,-,-,-,0,-,-,0,0,-,stop,blab,smpx,cons,plme,void,frts,long,,,,,,
pfʼ,1122,(voiceless) (bilabio-labiodental) (glottal-egressive) (affricate) (post-glottalized) (consonant),0,-,0,0,-,+,+,-,-,+,0,-,+,-,0,0,-,+,+,-,-,0,-,-,-,-,0,-,-,-,-,0,-,-,0,0,-,affr,blbd,tglz,cons,glte,voil,,,,,,,,
e̝,2074,(voiced) (raised) (closemid) (front) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,+,-,-,-,0,-,-,-,-,+,-,0,-,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,void,razd,,,,frnt,,cmid,
ŋ̥ǃ̠ˀ,1565,(voiceless) (postalveolar) (velaric-ingressive) (click) (post-glottalized) (consonant),-,-,0,-,+,+,+,-,+,-,+,+,-,-,-,+,-,-,0,-,-,-,+,-,-,0,0,-,-,-,-,-,-,-,0,0,-,clck,palv,tglz,cons,veli,voil,,,,,,,,
ħ,112,(voiceless) (pharyngeal) (pulmonic-egressive) (fricative) (simplex) (consonant),0,-,0,+,-,+,-,+,-,+,0,+,-,-,-,-,-,-,0,-,-,+,-,-,-,0,0,-,-,-,-,0,-,-,0,0,-,frct,phry,smpx,cons,plme,voil,,,,,,,,
z͇,525,(voiced) (alveolar) (pulmonic-egressive) (fricative) (simplex) (consonant),+,-,0,0,-,+,-,+,+,+,-,-,-,-,0,0,-,-,0,-,-,0,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-,frct,alvr,smpx,cons,plme,void,,,,,,,,
ɡǂ͓ˡx,1673,(voiced) (mid-centralized) (lateral-release) (palatal) (velaric-ingressive) (click) (complex) (consonant),-,-,0,-,+,+,-,-,+,+,+,+,-,-,-,+,-,-,0,-|+,-,-,-,+,-,0,0,-,-,-,-,-,-,-,0,0,-,clck,palt,cmpx,cons,veli,void,mctr,,latr,,,,,
t̠͈ʃː,737,(long) (voiceless) (fortis) (postalveolar) (pulmonic-egressive) (affricate) (complex) (consonant),-,-,0,0,-,+,-,-,+,+,+,-,-,+,0,0,-,-,0,-,+,0,-,-,-,0,0,-,-,-,-,+,-,-,0,0,-,affr,palv,cmpx,cons,plme,voil,frts,long,,,,,,
ø̞ː,1203,(long) (voiced) (lowered) (round) (closemid) (front) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,+,-,-,+,-,-,+,-,-,+,-,+,-,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,void,lwrd,long,,,frnt,roun,cmid,
ĩẽ̞,1692,(voiced) (lowered) (nasal-vowel) (close and closemid) (front and front) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,+,+|-,-,-,0,-,-,-,+,+,-,0,-,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,void,lwrd,,,,frnt|frnt,vnsl,clos|cmid,
a̙ː,2336,(long) (voiced) (retracted) (open) (front) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,-,-,-,-,0,-,+,+,-,+,-,0,+,-,+,-,-,0,+,-,0,0,-,,,,vowl,plme,void,retr,long,,,frnt,,open,
kǃʰ,1690,(voiceless) (alveolar) (velaric-ingressive) (click) (post-aspirated) (consonant),+,-,0,-,+,+,-,-,+,-,-,+,-,-,-,+,-,-,0,-,-,-,-,-,-,0,0,-,-,+,-,-,-,-,0,0,-,clck,alvr,tasp,cons,veli,voil,,,,,,,,
z̩,1073,(syllabic) (voiced) (alveolar) (pulmonic-egressive) (fricative) (simplex) (consonant),+,-,0,0,-,+,-,+,+,+,-,-,-,-,0,0,-,-,0,-,-,0,-,+,-,0,0,-,-,-,-,+,+,-,0,0,-,frct,alvr,smpx,cons,plme,void,,syll,,,,,,
z̪,583,(voiced) (dental) (pulmonic-egressive) (fricative) (simplex) (consonant),+,-,0,0,-,+,-,+,+,+,+,-,-,-,0,0,-,-,0,-,-,0,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-,frct,dntl,smpx,cons,plme,void,,,,,,,,
z̤,2546,(breathy) (alveolar) (pulmonic-egressive) (fricative) (simplex) (consonant),+,-,0,0,-,+,-,+,+,+,-,-,-,-,0,0,-,-,0,-,-,0,-,+,-,0,0,-,-,+,-,+,-,-,0,0,-,frct,alvr,smpx,cons,plme,brth,,,,,,,,
z̥,2324,(voiceless) (alveolar) (pulmonic-egressive) (fricative) (simplex) (consonant),+,-,0,0,-,+,-,+,+,+,-,-,-,-,0,0,-,-,0,-,-,0,-,-,-,0,0,-,-,+,-,+,-,-,0,0,-,frct,alvr,smpx,cons,plme,voil,,,,,,,,
ɑ,157,(voiced) (open) (back) (pulmonic-egressive) (vowel),0,+,-,+,0,-,-,+,-,0,0,+,-,0,-,-,-,-,0,-,-,+,-,+,-,0,-,-,+,-,-,0,+,-,0,0,-,,,,vowl,plme,void,,,,,back,,open,
˦˥,424,(voiced) (pulmonic-egressive) (suprasegmental) (#45),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,,,,sseg,plme,void,,,,45,,,,
z̺,2330,(voiced) (apical) (alveolar) (pulmonic-egressive) (fricative) (simplex) (consonant),+,-,0,0,-,+,-,+,+,+,-,-,-,-,0,0,-,-,0,-,-,0,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-,frct,alvr,smpx,cons,plme,void,apcl,,,,,,,
t̠͈ʃʷ,127,(voiceless) (fortis) (labialized) (postalveolar) (pulmonic-egressive) (affricate) (complex) (consonant),-,-,0,0,-,+,-,-,+,+,+,-,-,+,0,0,-,+,0,-,-,0,-,-,-,+,0,-,-,-,-,+,-,-,0,0,-,affr,palv,cmpx,cons,plme,voil,frts,,lblz,,,,,
˦˨,1811,(voiced) (pulmonic-egressive) (suprasegmental) (#52),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,,,,sseg,plme,void,,,,52,,,,
˦˩,940,(voiced) (pulmonic-egressive) (suprasegmental) (#51),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,,,,sseg,plme,void,,,,51,,,,
ɘː,555,(long) (voiced) (closemid) (central) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,-,-,-,-,0,-,+,-,-,+,-,0,-,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,void,,long,,,cntr,,cmid,
˦ː,2231,(long) (voiced) (pulmonic-egressive) (suprasegmental) (#44),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,0,0,0,0,0,-,0,0,0,0,0,0,0,+,0,,,,sseg,plme,void,,long,,44,,,,
˦,443,(voiced) (pulmonic-egressive) (suprasegmental) (#44),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,0,,,,sseg,plme,void,,,,44,,,,
uẽ,2076,(voiced) (rounded-unrounded) (close and closemid) (back and front) (pulmonic-egressive) (vowel),0,+,-,+|-,0,-,-,+,-,0,0,+,-,0,-|+,+|-,-,+|-,-,-,-,-,+,+,-,+,-,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,void,,,,,back|frnt,rdur,clos|cmid,
z̃,1116,(voiced) (nasalized) (alveolar) (pulmonic-egressive) (fricative) (simplex) (consonant),+,-,0,0,-,+,-,+,+,+,-,-,-,-,0,0,-,-,0,-,-,0,+,+,-,0,0,-,-,-,-,+,-,-,0,0,-,frct,alvr,smpx,cons,plme,void,nasz,,,,,,,
kǂ͓ˡx,1687,(voiceless) (mid-centralized) (lateral-release) (palatal) (velaric-ingressive) (click) (complex) (consonant),-,-,0,-,+,+,-,-,+,+,+,+,-,-,-,+,-,-,0,-|+,-,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-,clck,palt,cmpx,cons,veli,voil,mctr,,latr,,,,,Affricated with x
ʃ̺,2162,(voiceless) (apical) (postalveolar) (pulmonic-egressive) (fricative) (simplex) (consonant),-,-,0,0,-,+,-,+,+,+,-,-,-,-,0,0,-,-,0,-,-,0,-,-,-,0,0,-,-,-,-,+,-,-,0,0,-,frct,palv,smpx,cons,plme,voil,apcl,,,,,,,
uãː,2807,(long) (voiced) (rounded-unrounded) (close and open) (back and front) (pulmonic-egressive) (vowel),0,+,-,+|-,0,-,-,+,-,0,0,+,-,0,-,+|-,-,+|-,-,-,+,-|+,+,+,-,+,-,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,void,,long,,,back|frnt,rdur,clos|open,
æ̃ː,744,(long) (voiced) (nasal-vowel) (nearopen) (front) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,+,-,-,-,0,-,+,+,+,+,-,0,-,-,+,-,-,0,+,-,0,0,-,,,,vowl,plme,void,,long,,,frnt,vnsl,nopn,
ʊ̙,1367,(voiced) (retracted) (round) (nearclose) (nearback) (pulmonic-egressive) (vowel),0,+,-,+,0,-,-,+,-,0,0,+,-,0,-,+,-,+,-,-,-,-,-,+,-,+,+,-,+,-,-,0,+,-,-,0,-,,,,vowl,plme,void,retr,,,,nbck,roun,ncls,
kǃ̠ʰ,1561,(voiceless) (retracted) (postalveolar) (velaric-ingressive) (click) (post-aspirated) (consonant),-,-,0,-,+,+,-,-,+,-,+,+,-,-,-,+,-,-,0,-,-,-,-,-,-,0,0,-,-,+,-,-,-,-,0,0,-,clck,palv,tasp,cons,veli,voil,retr,,,,,,,
ãʲ,2879,(voiced) (nasalized) (palatalized) (nasal-vowel) (open and close) (front and front) (pulmonic-egressive) (vowel),0,+,-,+,0,-,-,+,-,0,0,+,-,0,+,+,-,-,0,-,-,-,+,+,-,0,-,-,+,-,-,0,+,-,0,0,-,,,,vowl,plme,void,nasz,,pltz,,frnt|frnt,vnsl,open|clos,
ʊ̈,520,(voiced) (centralized) (round) (nearclose) (nearback) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,-,-,-,+,-,-,-,-,-,+,-,+,-,-,+,-,-,0,+,-,-,0,-,,,,vowl,plme,void,ctrz,,,,nbck,roun,ncls,
ɯ̤a,2100,(breathy) (close and open) (back and back) (pulmonic-egressive) (vowel),0,+,-,+|-,0,-,-,+,-,0,0,+,-,0,-,+|-,-,-,0,-,-,-|+,-,+,-,0,-,-,+,+,-,0,+,-,+,0,-,,,,vowl,plme,brth,,,,,back|back,,clos|open,
ndʑ,1859,(voiced) (alveolar) (pulmonic-egressive) (affricate) (pre-nasalized) (consonant),+,-,0,-,-,+,-,-,+,+,+,+,-,-,+,+,-,-,0,-,-,-,+|-,+,-,0,0,-,+|-,-,-,+,-,-,0,0,-,affr,alvr,pnsz,cons,plme,void,,,,,,,,
ʊ̆,733,(brief) (voiced) (round) (nearclose) (nearback) (pulmonic-egressive) (vowel),0,+,-,+,0,-,-,+,-,0,0,+,-,0,-,+,-,+,-,-,-,-,-,+,-,+,-,+,+,-,-,0,+,-,-,0,-,,,,vowl,plme,void,,brev,,,nbck,roun,ncls,
ʊ̃,324,(voiced) (round) (nearclose) (nearback) (pulmonic-egressive) (vowel),0,+,-,+,0,-,-,+,-,0,0,+,-,0,-,+,-,+,-,-,-,-,+,+,-,+,-,-,+,-,-,0,+,-,-,0,-,,,,vowl,plme,void,,,,,nbck,roun,ncls,
n̪z̪,1802,(voiced) (dental) (pulmonic-egressive) (fricative) (pre-nasalized) (consonant),+,-,0,0,-,+,-,-|+,+,+,+,-,-,-,0,0,-,-,0,-,-,0,+|-,+,-,0,0,-,+|-,-,-,-|+,-,-,0,0,-,frct,dntl,pnsz,cons,plme,void,,,,,,,,
ʒ͈ː,973,(long) (voiced) (fortis) (postalveolar) (pulmonic-egressive) (fricative) (simplex) (consonant),-,-,0,0,-,+,-,+,+,+,+,-,-,+,0,0,-,-,0,-,+,0,-,+,-,0,0,-,-,-,-,+,-,-,0,0,-,frct,palv,smpx,cons,plme,void,frts,long,,,,,,
ãẽ̞ˤ,1627,(voiced) (lowered) (pharyngealized) (nasal-vowel) (open and closemid) (front and front) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,-|+,-,-,-,0,-,-,+|-,+,+,-,0,+,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,void,lwrd,,phrz,,frnt|frnt,vnsl,open|cmid,
iɛː,2271,(long) (voiced) (close and openmid) (front and front) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,+,+|-,-,-,0,-,+,-,-,+,-,0,-,-,+,-,-,0,+,-,+|-,0,-,,,,vowl,plme,void,,long,,,frnt|frnt,,clos|omid,
ʊ̤,1338,(breathy) (round) (nearclose) (nearback) (pulmonic-egressive) (vowel),0,+,-,+,0,-,-,+,-,0,0,+,-,0,-,+,-,+,-,-,-,-,-,+,-,+,-,-,+,+,-,0,+,-,-,0,-,,,,vowl,plme,brth,,,,,nbck,roun,ncls,
h̃,811,(voiceless) (nasalized) (glottal) (pulmonic-egressive) (fricative) (simplex) (consonant),0,-,0,0,-,-,-,+,-,+,0,-,-,-,0,0,-,-,0,-,-,0,+,-,-,0,0,-,-,+,-,0,-,-,0,0,-,frct,gltl,smpx,cons,plme,voil,nasz,,,,,,,
ndʲ,483,(voiced) (palatalized) (alveolar) (pulmonic-egressive) (stop) (pre-nasalized) (consonant),+,-,0,+,-,+,-,-,+,-,-,+,-,-,+,+,-,-,0,-,-,-,+|-,+,-,0,0,-,+|-,-,-,-,-,-,0,0,-,stop,alvr,pnsz,cons,plme,void,,,pltz,,,,,
ndʷ,1822,(voiced) (labialized) (alveolar) (pulmonic-egressive) (stop) (pre-nasalized) (consonant),+,-,0,0,-,+,-,-,+,-,-,-,-,-,0,0,-,+,0,-,-,0,+|-,+,-,+,0,-,+|-,-,-,-,-,-,0,0,-,stop,alvr,pnsz,cons,plme,void,,,lblz,,,,,
ŋɣ,1932,(voiced) (velar) (pulmonic-egressive) (fricative) (pre-nasalized) (consonant),0,-,0,-,-,+,-,-|+,-,+,0,+,-,-,-,+,-,-,0,-,-,-,+|-,+,-,0,0,-,+|-,-,-,0,-,-,0,0,-,frct,velr,pnsz,cons,plme,void,,,,,,,,
ŋɡ,370,(voiced) (velar) (pulmonic-egressive) (stop) (pre-nasalized) (consonant),0,-,0,-,-,+,-,-,-,-,0,+,-,-,-,+,-,-,0,-,-,-,+|-,+,-,0,0,-,+|-,-,-,0,-,-,0,0,-,stop,velr,pnsz,cons,plme,void,,,,,,,,
kxʼ,1126,(voiceless) (velar) (glottal-egressive) (affricate) (post-glottalized) (consonant),0,-,0,-,-,+,+,-,-,+,0,+,+,-,-,+,-,-,0,-,-,-,-,-,-,0,0,-,-,-,-,0,-,-,0,0,-,affr,velr,tglz,cons,glte,voil,,,,,,,,
ãˤ,1629,(voiced) (pharyngealized) (nasal-vowel) (open) (front) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,-,-,-,-,0,-,-,+,+,+,-,0,+,-,+,-,-,0,+,-,0,0,-,,,,vowl,plme,void,,,phrz,,frnt,vnsl,open,
ɔ,76,(voiced) (round) (openmid) (back) (pulmonic-egressive) (vowel),0,+,-,+,0,-,-,+,-,0,0,+,-,0,-,-,-,+,-,-,-,-,-,+,-,+,-,-,+,-,-,0,+,-,-,0,-,,,,vowl,plme,void,,,,,back,roun,omid,
ndː,2468,(long) (voiced) (alveolar) (pulmonic-egressive) (stop) (pre-nasalized) (consonant),+,-,0,0,-,+,-,-,+,-,-,-,-,-,0,0,-,-,0,-,+,0,+|-,+,-,0,0,-,+|-,-,-,-,-,-,0,0,-,stop,alvr,pnsz,cons,plme,void,,long,,,,,,
ɔ̤ˑ,2488,(half-long) (breathy) (openmid) (back) (pulmonic-egressive) (vowel),0,+,-,+,0,-,-,+,-,0,0,+,-,0,-,-,-,+,-,-,+,-,-,+,-,+,-,+,+,+,-,0,+,-,-,0,-,,,,vowl,plme,brth,,hlng,,,back,,omid,
ɔ̤ː,2022,(long) (breathy) (round) (openmid) (back) (pulmonic-egressive) (vowel),0,+,-,+,0,-,-,+,-,0,0,+,-,0,-,-,-,+,-,-,+,-,-,+,-,+,-,-,+,+,-,0,+,-,-,0,-,,,,vowl,plme,brth,,long,,,back,roun,omid,
n̪t̪s̪ʰ,1532,(voiceless) (dental) (pulmonic-egressive) (affricate) (post-aspirated) (consonant),+,-,0,0,-,+,-,-,+,+,+,-,-,-,0,0,-,-,0,-,-,0,+|-,-,-,0,0,-,+|-,+,-,+,-,-,0,0,-,affr,dntl,tasp,cons,plme,voil,,,,,,,,
ŋɾ,2810,(voiced) (rhotacized) (velar) (pulmonic-egressive) (nasal) (simplex) (consonant),+,-|+,0,-,-,+,-,-|+,-|+,0,-,+|-,-,-,-,+,-,-,0,-,-,-,+|-,+,-,0,0,-,+,-,-,-,-,-|+,0,0,-,nasl,velr,smpx,cons,plme,void,,,rhtz,,,,,
tsʼ,133,(voiceless) (alveolar) (glottal-egressive) (affricate) (post-glottalized) (consonant),+,-,0,0,-,+,+,-,+,+,-,-,+,-,0,0,-,-,0,-,-,0,-,-,-,0,0,-,-,-,-,+,-,-,0,0,-,affr,alvr,tglz,cons,glte,voil,,,,,,,,
e̞u,1551,(voiced) (lowered) (unrounded-rounded) (closemid and close) (front and back) (pulmonic-egressive) (vowel),0,+,-,-|+,0,-,-,+,-,0,0,+,-,0,+|-,-|+,-,-|+,-,-,-,-,-,+,-,+,-,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,void,lwrd,,,,frnt|back,urrd,cmid|clos,
h,26,(voiceless) (glottal) (pulmonic-egressive) (fricative) (simplex) (consonant),0,-,0,0,-,-,-,+,-,+,0,-,-,-,0,0,-,-,0,-,-,0,-,-,-,0,0,-,-,+,-,0,-,-,0,0,-,frct,gltl,smpx,cons,plme,voil,,,,,,,,
cʼː,2565,(long) (voiceless) (palatal) (glottal-egressive) (stop) (post-glottalized) (consonant),-,-,0,-,-,+,+,-,+,-,+,+,+,-,+,+,-,-,0,-,+,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-,stop,palt,tglz,cons,glte,voil,,long,,,,,,
e̞a,1749,(voiced) (lowered) (closemid and open) (front and back) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,+|-,-,-,-,0,-,-,-|+,-,+,-,0,-,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,void,lwrd,,,,frnt|back,,cmid|open,
ãː,222,(long) (voiced) (nasal-vowel) (open) (front) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,-,-,-,-,0,-,+,+,+,+,-,0,-,-,+,-,-,0,+,-,0,0,-,,,,vowl,plme,void,,long,,,frnt,vnsl,open,
kǃ̠ˀ,1761,(voiceless) (retracted) (postalveolar) (glottal-egressive) (click) (post-glottalized) (consonant),-,-,0,-,+,+,+,-,+,-,+,+,-,-,-,+,-,-,0,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,-,clck,palv,tglz,cons,glte,voil,retr,,,,,,,
e̞i,1541,(voiced) (lowered) (closemid and close) (front and front) (pulmonic-egressive) (vowel),0,+,-,-,0,-,-,+,-,0,0,+,-,0,+,-|+,-,-,0,-,-,-,-,+,-,0,-,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,void,lwrd,,,,frnt|frnt,,cmid|clos,
qm,2654,(voiceless) (labiouvular) (pulmonic-egressive) (stop) (post-nasalized) (consonant),0,-,0,+,-,+,-,-,-,-,0,+|-,-,-,-,-,-,-|+,-,-,-,-,-|+,-|+,-,-,0,-,-|+,-,-,0,-,-,0,0,-,stop,luvl,tnsz,cons,plme,voil,,,,,,,,
qn,2664,(voiceless) (uvular) (pulmonic-egressive) (stop) (post-nasalized) (consonant),+,-,0,+,-,+,-,-,-|+,-,-,+|-,-,-,-,-,-,-,0,-,-,-,-|+,-|+,-,0,0,-,-|+,-,-,-,-,-,0,0,-,stop,uvlr,tnsz,cons,plme,voil,,,,,,,,
ŋ̥ǂ͓ˡxˀ,1666,(voiceless) (mid-centralized) (lateral-release) (palatal) (velaric-ingressive) (click) (pre-glottalized) (consonant),-,-,0,-,+,+,+,-,+,+,+,+,-,-,-,+,-,-,0,-|+,-,-,+,-,-,0,0,-,-,-,-,-,-,-,0,0,-,clck,palt,pglz,cons,veli,voil,mctr,,latr,,,,,
n̤tʰ,2772,(breathy) (alveolar) (pulmonic-egressive) (stop) (post-aspirated) (consonant),+,-,0,0,-,+,-,-,+,-,-,-,-,-,0,0,-,-,0,-,-,0,+|-,+|-,-,0,0,-,+|-,+,-,-,-,-,0,0,-,stop,alvr,tasp,cons,plme,brth,,,,,,,,
u̞ː,2711,(long) (voiced) (lowered) (round) (close) (back) (pulmonic-egressive) (vowel),0,+,-,+,0,-,-,+,-,0,0,+,-,0,-,+,-,+,-,-,+,-,-,+,-,+,-,-,+,-,-,0,+,-,+,0,-,,,,vowl,plme,void,lwrd,long,,,back,roun,clos,
ŋʲ,306,(voiced) (palatalized) (velar) (pulmonic-egressive) (nasal) (simplex) (consonant),0,-,0,+,-,+,-,-,-,0,0,+,-,-,+,+,-,-,0,-,-,-,+,+,-,0,0,-,+,-,-,0,-,-,0,0,-,nasl,velr,smpx,cons,plme,void,,,pltz,,,,,
ŋʰ,2683,(voiced) (velar) (pulmonic-egressive) (nasal) (post-aspirated) (consonant),0,-,0,-,-,+,-,-,-,0,0,+,-,-,-,+,-,-,0,-,-,-,+,+,-,0,0,-,+,+,-,0,-,-,0,0,-,nasl,velr,tasp,cons,plme,void,,,,,,,,
ŋʷ,410,(voiced) (labialized) (velar) (pulmonic-egressive) (nasal) (simplex) (consonant),0,-,0,-,-,+,-,-,-,0,0,+,-,-,-,+,-,+,0,-,-,-,+,+,-,+,0,-,+,-,-,0,-,-,0,0,-,nasl,velr,smpx,cons,plme,void,,,lblz,,,,,
ʔ,3,(voiceless) (glottal) (pulmonic-egressive) (stop) (simplex) (consonant),0,-,0,0,-,+,+,-,-,-,0,-,-,-,0,0,-,-,0,-,-,0,-,-,-,0,0,-,-,-,-,0,-,-,0,0,-,stop,gltl,smpx,cons,plme,voil,,,,,,,,
