Number,Language,"Alternate name(s)",Dialect,Location,Population,Classification,Dictionary,Grammar,Textbooks,"Other Sources",Consonants,Stops,Affricates,Fricatives,Nasals,Laterals,Vibrants,Clicks,"Modified Consonants",Glides,Vowels,"Front vowels","Central vowels","Back vowels","Long vowels","Nasal Vowels","Modified Vowels",Diphthongs,Syllable,Tones,Stress,"Noun number","Noun classes",Gender,Demonstratives,Articles,Pronouns,Syntax,Ergative,"Noun incorporation","Prepositions or postpositions",Comments
4642,Proto-Athabaskan,,,Alaska,,"Dene-Caucasian: Na-Dene: Athabaskan",,,,"Krauss, Michael E. 1964. ""Proto-Athapaskan-Eyak and the Problem of Na-Dene: The Phonology,"" IJAL 30, 118-31.","§t tʔ d k kʔ ɡ kʷ kʔʷ ɡʷ q qʔ G qʷ qʔʷ Gʷ ʔ
ts tsʔ dz tl tlʔ dl č čʔ ǧ
s š x xʷ χ χʷ h
n
l ɬ
","t tʔ d k kʔ ɡ kʷ kʔʷ ɡʷ q qʔ G qʷ qʔʷ Gʷ ʔ","ts tsʔ dz tl tlʔ dl č čʔ ǧ","s š x xʷ χ χʷ h",n,"l ɬ",,,,"j w",,"i ɛ","ə a","u ʋ ɑ",,"§ṽ 
v̰ all","vʔ vh",,,,,,,,,,,SOV,,,,
4643,Tanaina,,,"SC Alaska",300,"Dene-Caucasian: Na-Dene: Athabaskan: Tanaina-Ahtna",,,,"Kari, James. 1975. ""The Disjunct Boundary in the Navajo and Tanaina Verb Prefix Complexes,"" IJAL 41, 330-45.","§p t th tʔ                          k kh kʔ q qh qʔ ʔ
     ts tsh tsʔ tl tlh tlʔ č čh čʔ
     s š                              x         χ          h
     z ž                             ɣ          ’
 m n
      l          ɬ
","p t th tʔ k kh kʔ q qh qʔ ʔ","ts tsh tsʔ tl tlh tlʔ č čh čʔ","s z š ž x ɣ χ ’ h","m n","l ɬ",,,,j,"§ i    u
  e
      a","i e",a,u,,,,,,,,,,,,,,SOV,,,,
4644,Ahtna,,,Alaska,250,"Dene-Caucasian: Na-Dene: Athabaskan: Tanaina-Ahtna",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,SOV,,,,
4645,Ingalik,,,Alaska,150,"Dene-Caucasian: Na-Dene: Athabaskan: Ingalik-Koyukon",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,SOV,,,,
4646,Holikachuk,,,"W Alaska",12,"Dene-Caucasian: Na-Dene: Athabaskan: Ingalik-Koyukon",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,SOV,,,,
4647,Koyukon,,Central,Alaska,600,"Dene-Caucasian: Na-Dene: Athabaskan: Ingalik-Koyukon","Jones, Eliza. 1978. Junior Dictionary for Central Koyukon Athabaskan. Anchorage: Univ. of Alaska.",,,,"§    t tʔ                k kʔ q qʔ ʔ
  b d                   ɡ      G
     ts tsʔ tl tlʔ č čʔ     
     dz     dl     ǧ
     s             š     x             h
                          ɣ
 m n            ñ
      l      ɬ
","b t tʔ d k kʔ ɡ q qʔ G ʔ","ts tsʔ dz tl tlʔ dl č čʔ ǧ","s š x ɣ h","m n ñ","l ɬ",,,,j,"§ i    u
        o
     a",i,a,"u o","ē a ō",,,,,,,,,,,,,SOV,,,,
4648,"Upper Tanana",,,Alaska,300,"Dene-Caucasian: Na-Dene: Athabaskan: Tanana-Upper Kuskokwim",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,SOV,,,,
4649,Tanacross,,,"EC Alaska",65,"Dene-Caucasian: Na-Dene: Athabaskan: Tanana-Upper Kuskokwim",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,SOV,,,,
4650,Tanana,,,Alaska,300,"Dene-Caucasian: Na-Dene: Athabaskan: Tanana-Upper Kuskokwim",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,SOV,,,,
4651,"Upper Kuskokwim",,,Alaska,150,"Dene-Caucasian: Na-Dene: Athabaskan: Tanana-Upper Kuskokwim",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,SOV,,,,
4652,"Northern Tutchone",,,"NW Canada",200,"Dene-Caucasian: Na-Dene: Athabaskan: Tutchone",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,SOV,,,,
4653,"Southern Tutchone",,,"NW Canada",200,"Dene-Caucasian: Na-Dene: Athabaskan: Tutchone",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,SOV,,,,
4654,Tahltan,,,"SW Canada (British Columbia)",900,"Dene-Caucasian: Na-Dene: Athabaskan: Tahltan-Kaska",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,SOV,,,,
4655,Kaska,,,"W Canada",400,"Dene-Caucasian: Na-Dene: Athabaskan: Tahltan-Kaska",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,SOV,,,,
4656,Tsetsaut,,,"S Alaska",extinct,"Dene-Caucasian: Na-Dene: Athabaskan: Tsetsaut",,,"Boas, Franz and Pliny Earle Goddard. 1924. ""Ts'ets'aut, an Athapaskan Language from Portland Canal, British Colombia,"" IJAL 3, 1-35.",,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,"SOV NA GN NUM-N POSS-N",,,/POST,
4657,Umpqua,,,Oregon,extinct,"Dene-Caucasian: Na-Dene: Athabaskan: Pacific 
Coast: Oregon",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,SOV,,,,
4658,Tolowa,,"Chasta Costa","N California",5,"Dene-Caucasian: Na-Dene: Athabaskan: Pacific 
Coast: Oregon",,,,"Bright, Jane O. 1964. ""The Phonology of Smith River Athapaskan (Tolowa),"" IJAL 30, 101-7.","§p t th tʔ k kʔ kʷ kʔʷ ʔ
tsʔ cʔ č čh čʔ
s ṣ š x ɣ xʷ h
m ʔm n ʔn
l ɬ
","p t th tʔ k kʔ kʷ kʔʷ ʔ","tsʔ cʔ č čh čʔ","s ṣ š x ɣ xʷ h","m ʔm n ʔn","l ɬ",,,,"j w",,"i e","ə a",u,"i ē a","§ ã ũ
   ",,,"(C)CV(C)(C), but no CCVCC ",,"pitch accent (hi lo)",,,,,,,SOV,,,,"Most speakers of the Tolowa dialect (15 in all-1964) are over 70."
4659,Tolowa,,Tututni,"SW Oregon",5,"Dene-Caucasian: Na-Dene: Athabaskan: Pacific 
Coast: Oregon",,,,"§Golla, Victor. 1976. ""Tututni (Oregon Athapaskan),"" IJAL 42, 217-27.
Jacobs, Elizabeth D. 1977. ""A Chetco Athapaskan Text and Translation,"" IJAL 43, 269-73.","§p t th tʔ k kʔ kʷ kʔʷ ʔ
sʔ tlʔ ṭsʔ č čh čʔ
 ṣ š x ɣ xʷ ɣʷ h
m n
l ɬ
","p t th tʔ k kʔ kʷ kʔʷ ʔ","sʔ tlʔ ṭsʔ č čh čʔ"," ṣ š x ɣ xʷ ɣʷ h","m n","l ɬ",,,,j,,"i e","ə a",o,,,,,,,,,,,,,,"SOV GN NUM-N POSS-N",,,/POST,
4660,Galice,,,"SW Oregon","extinct (c. 1960)","Dene-Caucasian: Na-Dene: Athabaskan: Pacific 
Coast: Oregon",,"Hoijer, Harry. 1966. ""Galice Athapaskan: A Grammatical Sketch,"" IJAL 32, 320-7.",,"Hoijer, Harry. 1973. ""Galice Noun and Verb Stems,"" Linguistics 104, 49-73.","§p t th tʔ k kh kʔ kʷ khʷ kʔʷ ʔ
ts tsʔ tlʔ č čʔ
s z š h
m n
l ɬ
","p t th tʔ k kh kʔ kʷ khʷ kʔʷ ʔ","ts tsʔ tlʔ č čʔ","s z š h","m n","l ɬ",,,,"j w ",,"I ɛ",a,ʋ,"i  a ō","§I ã     ",,"ea ai ao oi ei",,,,"a few kin terms have a plural",,,,,"§1 4 
2 5
3 6
4=5",POSS-N,,,/POST,
4661,Hupa,,,"NW California",130,"Dene-Caucasian: Na-Dene: Athabaskan: Pacific 
Coast: California",,,,"§Woodward, Mary F. 1964. ""Hupa Phonemics,"" in SCL, 199-216.
Golla, Victor K. 1964. ""An Etymological Study of Hupa Noun Stems,"" IJAL 30, 108-17. 
WPF","§(p) t th tʔ k kh kʔ q (qh) qʔ ʔ
ts tsh tsʔ tlʔ č čhʷ čʔ
s (š) χ (χʷ) h hʷ
m n ŋ
l ɬ
","(p) t th tʔ k kh kʔ q (qh) qʔ ʔ","ts tsh tsʔ tlʔ č čhʷ čʔ","s (š) χ (χʷ) h hʷ","m n ŋ","l ɬ",,,,"j w ",,"I ɛ",a,o,"v all",,,,"CV(C)(C) L↔|",,,,,,,,"§1 4
2 5
3 6",SOV,,,,
4662,Mattole,,,California,10,"Dene-Caucasian: Na-Dene: Athabaskan: Pacific 
Coast: California",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,SOV,,,,
4663,Wailaki,,,"N California",extinct,"Dene-Caucasian: Na-Dene: Athabaskan: Pacific 
Coast: California",,,,"Goddard, Pliny E. 1923. ""Wailaki Texts,"" IJAL 2, 77-135.","§p t th tʔ k kh kʔ ɡ
ts tsʔ č čʔ
s š ɣ
n ñ
l ɬ
","p t th tʔ k kh kʔ ɡ","ts tsʔ č čʔ","s š ɣ","n ñ","l ɬ",,,,"j w",,"i I e ɛ",a,"u o ɔ",,,,,,,,,,,,,,"SOV N-NUM",,,/POST,
4664,Kato,,,"NW California",10,"Dene-Caucasian: Na-Dene: Athabaskan: Pacific 
Coast: California",,,,WPF,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,"§1 4
2 5
3 *6",SOV,,,,
4665,Han,,,"EC Alaska",30,"Dene-Caucasian: Na-Dene: Athabaskan: Canadian: Han-Kutchin",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,SOV,,,,
4666,Kutchin,,,Alaska,"2,000","Dene-Caucasian: Na-Dene: Athabaskan: Canadian: Han-Kutchin",,,,WPF,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,"§1 4
2 5
3 6",SOV,,,,
4667,Hare,,,"NW Canada (Great Bear Lake)","1,400","Dene-Caucasian: Na-Dene: Athabaskan: Canadian: Hare-Chipewyan",,,,"Hoijer, Harry. 1966. ""Hare Phonology: An Historical Study,"" Lg 42, 499-507.","§p t th tʔ k kh kʔ ʔ
ts tsʔ dz tl tlʔ dl č čʔ ǧ
ɸ ɸʷ s z š ž x ɣ h
m n
l ɬ
r","p t th tʔ k kh kʔ ʔ","ts tsʔ dz tl tlʔ dl č čʔ ǧ","ɸ ɸʷ s z š ž x ɣ h","m n","l ɬ",r,,,"j w wʔ",,"I ɛ",a,"u ɔ",,"I  (ã) ũ",,ie,,"hi low",,,,,,,,SOV,,,,
4668,Dogrib,,,"W Canada","2,100","Dene-Caucasian: Na-Dene: Athabaskan: Canadian: Hare-Chipewyan",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,SOV,,,,
4669,Slave,,,"W Canada (N Alberta)","5,500","Dene-Caucasian: Na-Dene: Athabaskan: Canadian: Hare-Chipewyan",,,,"Howard, Philip G. 1963. ""A Preliminary Presentation of Slave Phonemes,"" in Studies in the Athapaskan Languages, UCPL 29, 42-7.","§p mb t th tʔ nd k kh kʔ ʔ
tϑ tϑh tϑʔ ts tsh tsʔ tl tlh tlʔ č čh čʔ
ϑ ð s z š ž x ɣ
m n ñ
l ɬ
(ɹ)","p mb t th tʔ nd k kh kʔ ʔ","tϑ tϑh tϑʔ ts tsh tsʔ tl tlh tlʔ č čh čʔ","ϑ ð s z š ž x ɣ","m n ñ","l ɬ",(ɹ),,,"j w",,"i e",a,"u o","v all","§ṽ all 
 all",,,(C)V(C),"hi low",non-phonemic,,,,,,,SOV,,,,
4670,Chipewyan,,,"W Canada (N Alberta)","5,500","Dene-Caucasian: Na-Dene: Athabaskan: Canadian: Hare-Chipewyan","§Li, Fang-Kuei. 1932. ""A List of Chipewyan Stems,"" IJAL 7, 122-51.
","Li, Fang-Kuei. 1946. ""Chipewyan,"" in LSNA, 398-423.",,,"§p  h ʔ k kh kʔ kʷ khʷ kʔʷ ʔ
tϑ tϑh tϑʔ s sh sʔ tl tlh tlʔ č čh čʔ
ϑ ð   š x ɣ xʷ ɣʷ h
(m) 
l ɬ
r","p  h ʔ k kh kʔ kʷ khʷ kʔʷ ʔ","tϑ tϑh tϑʔ s sh sʔ tl tlh tlʔ č čh čʔ","ϑ ð   š x ɣ xʷ ɣʷ h","(m) ","l ɬ",r,,,j,,"i e ɛ",a,"u o","v i ɛ a u only","§ṽ i ɛ a u only 
 i ɛ a u only",,,,"hi low",,,,,,,,"SOV NA POSS-N",,,/POST,
4671,Beaver,,,"Canada (NE British Columbia)",300,"Dene-Caucasian: Na-Dene: Athabaskan: Canadian: Beaver-Sekani",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,SOV,,,,
4672,Sekani,,,"SW Canada (British Columbia)",600,"Dene-Caucasian: Na-Dene: Athabaskan: Canadian: Beaver-Sekani",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,SOV,,,,
4673,Chilcotin,,,"W Canada (British Columbia)",750,"Dene-Caucasian: Na-Dene: Athabaskan: Canadian: Carrier-Chilcotin",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,SOV,,,,
4674,Nicola,,,"SW Canada",extinct,"Dene-Caucasian: Na-Dene: Athabaskan: Canadian: Carrier-Chilcotin",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,SOV,,,,
4675,Babine,,,"SW Canada (WC British Columbia)","1,600","Dene-Caucasian: Na-Dene: Athabaskan: Canadian: Carrier-Chilcotin",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,SOV,,,,
4676,Carrier,,,"W Canada (British Columbia)","1,500","Dene-Caucasian: Na-Dene: Athabaskan: Canadian: Carrier-Chilcotin",,"Morice, A. G. 1932. The Carrier Language. Vienna: Anthropos.",,,"§p t th tʔ k kh kʔ kʷ khʷ kʔʷ q qʔ ʔ
ts tsʔ dz tl tlʔ dl č čʔ ǧ
ϑ ð s z š (ž) χ ’ ’ʷ h
m n ŋ
l ɬ ɬʔ
","p t th tʔ k kh kʔ kʷ khʷ kʔʷ q qʔ ʔ","ts tsʔ dz tl tlʔ dl č čʔ ǧ","ϑ ð s z š (ž) χ ’ ’ʷ h","m n ŋ","l ɬ ɬʔ",,,,"j w",,"i ɛ","ə a","u o (ɔ)","i  a u ō","ã õ",,"ai au ao ei iu (eo)",,,,"s (p)",,,2,,"§1 4d 4
2 5
3 6","SOV NA GN DN NUM-N POSS-N",,,/POST,"Vowels unclear"
4677,Kwalhioqua,,,"W Washington",extinct,"Dene-Caucasian: Na-Dene: Athabaskan: Canadian: Kwalhioqua",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,SOV,,,,
4678,Sarcee,,,"W Canada (Alberta)",50,"Dene-Caucasian: Na-Dene: Athabaskan: Canadian: Sarcee",,,,"§Li, Fang-Kuei. 1931. "" A Study of Sarcee Verb-Stems,"" IJAL 6, 3-27.
Hoijer, Harry and Janet Joël. 1963. ""Sarsi Nouns, "" in Studies in the Athapaskan Languages, UCPL 29, 62-75.","§(p) t th tʔ k kh kʔ ʔ
ts tsh tsʔ tl tlh tlʔ č čh čʔ
s z š ž x ɣ h
m n
l ɬ
","(p) t th tʔ k kh kʔ ʔ","ts tsh tsʔ tl tlh tlʔ č čh čʔ","s z š ž x ɣ h","m n","l ɬ",,,,"j (w)",,I,a,"ʋ ɑ","v all",,,"aI ɑI ʋI ɑʋ",(C)V(C)(C),"hi mid low",,,,,,,,SOV,,,,
4679,"Kiowa Apache",,,Oklahoma,10,"Dene-Caucasian: Na-Dene: Athabaskan: Apachean",,"Bittle, William E. 1963. ""Kiowa-Apache"", in Studies in Athapaskan Languages, UCPL 29, 76-101.",,,"§p t tʔ nd k kh kʔ ʔ
ts tsh tsʔ tl tlh tlʔ č čh čʔ
s z š ž x ɣ h
m n
l ɬ
","p t tʔ nd k kh kʔ ʔ","ts tsh tsʔ tl tlh tlʔ č čh čʔ","s z š ž x ɣ h","m n","l ɬ",,,,j,,"I ɛ",a,o,"i ē a u","§  ã õ
   a ",,,(C)(C)V(C),"hi low",,,,,,,,SOV,,,,
4680,"Eastern Apache",,,"New Mexico",,"Dene-Caucasian: Na-Dene: Athabaskan: Apachean",,,,,"§




",,,,,,,,,,,,,,,,,,,,,,,,,,,SOV,,,,
4681,"Western Apache",,,"SW Arizona","12,700","Dene-Caucasian: Na-Dene: Athabaskan: Apachean","Perry, Edgar. 1972. Western Apache Dictionary. Fort Apache, Arizona: White Mountain Apache Tribe.",,,,"§b t tʔ d k kʔ ɡ kʷ ʔ
ts tsʔ dz tl tlʔ dl č čʔ ǧ
s z š ž ɣ h hʷ
m n
l ɬ
","b t tʔ d k kʔ ɡ kʷ ʔ","ts tsʔ dz tl tlʔ dl č čʔ ǧ","s z š ž ɣ h hʷ","m n","l ɬ",,,,"j w",,"I ɛ",a,o,"v all","§ṽ all 
 all",,,"CV(C) ","hi lo (falling)",,"number distinguished for boys, girls, children",,,,,"§ 1 4 
2 5
*3ai *6
polite forms for 3 and 6","SOV POSS-N",,,/POST,
4682,"Western Apache
",,"White Mountain",Arizona,"12,700","Dene-Caucasian: Na-Dene: Athabaskan: Apachean",,,,"Greenfield, Philip J. 1973. ""Cultural Conservatism as an Inhibitor of Linguistic Change: A Possible Apache Case,"" IJAL 39, 98-104.","§p b mb t tʔ d k kʔ ɡ ʔ
ts tsʔ dz tl tlh dl č čʔ ǧ
s z š ž ɣ h
m n
l ɬ
","p b mb t tʔ d k kʔ ɡ ʔ","ts tsʔ dz tl tlh dl č čʔ ǧ","s z š ž ɣ h","m n","l ɬ",,,,j,,"i e",a,o,v,,,,,,,,,,,,,"SOV NA DN POSS-N",,,,
4683,Navajo,,,Arizona,"149,000","Dene-Caucasian: Na-Dene: Athabaskan: Apachean","Haile, Berard. 1950-51. A Stem Vocabulary of the Navaho Language, 2 vols. St. Michaels, Arizona: St. Michaels Press. [Reprinted 1975 by AMS Press, NewYork.]","§Reichard, Gladys A. 1951. Navaho Grammar. New York: J. J. Augustin.
Haile, Berard. 1926. A Manual of Navaho Grammar. St. Michaels, Arizona: Franciscan Fathers.
","Haile, Berard. 1941-48. Learning Navaho, 4 vols. St. Michaels, Arizona: St. Michaels Press.","§Sapir, Edward and Harry Hoijer. 1967. The Phonology and Morphology of the Navaho Language. UCPL 50.
Kari, James M. 1976. Navajo Verb Prefix Phonology. New York: Garland.
Kari, James M. 1973. ""Navajo Language Bibliography,"" Navajo Reading Study Progress R","§p t th tʔ k kh kʔ khʷ ʔ
ts tsh tsʔ tl tlh tlʔ č čh čʔ
s z š ž x ɣ xʷ h hʷ
m ʔm n ʔn
l ɬ
","p t th tʔ k kh kʔ khʷ ʔ","ts tsh tsʔ tl tlh tlʔ č čh čʔ","s z š ž x ɣ xʷ h hʷ","m ʔm n ʔn","l ɬ",,,,"j ʔj (w)",,"I ɛ",a,ɔ,"v all","§ṽ all 
 all",,"ai ao ei eo io oi","CV(C) ","hi lo (ris & fall on long vowels)",,"s d p for some kinship terms",,,3,,"§1 4d 4
2 5d 5
3 6d 6","SOV NA GN DN NUM-N POSS-N",,"pronoun incorp",/POST,
4684,Kutenai,,,"W Canada (Alberta)",400,"Amerind: Almosan: Kutenai",,"§Canestrelli, Philippo. 1927. ""Grammar of the Kutenai Language,"" IJAL 4,1-84.
Garvin, Paul L.1948. ""Kutenai I-II,"" IJAL 14, 37-42 & 87-90.
",,"§Boas, Franz. 1927. ""Additional Notes on the Kutenai Language,"" IJAL 4, 85-104.
Garvin, Paul. 1953. ""Short Kutenai Texts,"" IJAL 19, 305-11.
Haugen, Einar. 1956. ""Syllabification in Kutenai,"" IJAL 22, 196-201.
Haas, Mary R. 1965. ""Is Kutenai Related to Alg","§p pʔ t  tʔ  k kʔ q qʔ ʔ
         ts tsʔ
         s      x             h
 m     n
        (l) ɬ
","p pʔ t tʔ k kʔ q qʔ ʔ","ts tsʔ","s x h","m n","(l) ɬ",,,,"j w","§ i   u
     a",i,a,u,"ē a ō",,,,(C)(C)(C)CV(C)(C)(C),,penult,"s d p",,,3,def,"§1 4
2 5
3 6
3=6","SVO AN NG DN NUM-N POSS-N(1,4)/N-POSS(2,3,5,6) D+A+N",,"noun incorp",,
4685,Wiyot,,,"NW California","extinct (1962)","Amerind: Almosan: Algic: Ritwan",,"Teeter, Karl V. 1964a. The Wiyot Language. UCPL 37.",,"Teeter, Karl V. 1964b. ""Wiyot and Yurok: A Preliminary Study,"" in SCL, 192-8.","§p ph  h          k kh kʷ khʷ (ʔ)
         s sh č čh
                š                          h
                       ɣ
 m     
           ɬ̪
          ɾ ɹ","p ph  h k kh kʷ khʷ (ʔ)","s sh č čh","  š ɣ h","m "," ɬ̪","ɾ ɹ",,,"j w","§ I   ʋ
  ɛ   ɔ
    a","I ɛ",a,"ʋ ɔ",,,,,(C)(C)CV(C)(C),,"pitch accent (hi, lo)",,,,2,"def indef","§1 4
2 5
3 6","SVO/(SOV) NA GN DN NUM-N/N-NUM POSS-N",,,POST,
4686,Yurok,,,"NW California","20 (1958)","Amerind: Almosan: Algic: Ritwan",,"GD: Robins, R. H. 1958. The Yurok Language. UCPL 15.",,"§Teeter, Karl V. 1964b. ""Wiyot and Yurok: A Preliminary Study,"" in SCL, 192-8.
Suarez, Jorge A. 1975. Estudios Huaves. Mexico City: Instituto Nacional de Antropologia e Historia.","§p pʔ  ʔ         k kʔ kʷ kʔʷ ʔ
               č čʔ
         s    (š)   (x)               h
                       ɣ
 m     
         l ɬ
          ɹ","p pʔ  ʔ k kʔ kʷ kʔʷ ʔ","č čʔ","s (š) (x) ɣ h","m ","l ɬ",ɹ,,,"j w","§ I     ʋ
  ɛ  ə ɔ
      a","I ɛ","ə a","ʋ ɔ","i ə a u ɔ",,"vowel harmony","§ej əj oj uj iə eə aə oə uə əw ew ow 
aj aw ōj",(C)CV(C)(C)(C),,,"s (p) [a small number of nouns have a separate pl form]",,,2,def,"§ 1 4
2 5
*3hH *6hHN 
[3H=6H]
h=human
H=non-human","SVO AN GN DN NUM-N POSS-N",,,PREP,
4687,Proto-Algonquian,,,Montana,,"Amerind: Almosan: Algic: Algonquian",,"Goddar, Ives. 1979. ""Comparative Algonquian,"" in LNA, 70-132.","Suarez, Jorge A. 1975. Estudios Huaves. Mexico City: Instituto Nacional de Antropologia e Historia.","§Goddard, Ives. 1974. ""An Outline of the Historical Phonology of Arapaho and Atsina,"" IJAL 40,102-16.
Kaye, Jonathan. 1978. ""Rule Mitosis: The Historical Development of Algonquian Palatalization,"" in LSNC, 143-56.
CTIL 3,144.","§p   t     k (kʷ)
         č
    ϑ s š            h
 m   n
        l
","p t k (kʷ)",č,"ϑ s š h","m n",l,,,,"j w","§ i
  e   o
     a","i e",a,o,"v all",,,,,,,,,,,,,,,,,
4688,Beothuk,,,"E Canada (Newfoundland)",extinct,"Amerind: Almosan: Algic: Algonquian",,,,"Hewson, John. 1968. ""Beothuk and Algonquian: Evidence Old and New,"" IJAL 34, 85-93.","§p    t    k
          č
     ϑ s š    h
 m    n

","p t k",č,"ϑ s š h","m n",,,,,"j w","§ i    u
  e    o
     a","i e",a,"u o",v,,,,,,,,,,,,,,,,,
4689,Blackfoot,,,Montana,"5,000","Amerind: Almosan: Algic: Algonquian: Blackfoot",,"§Uhlenbeck, C. C. 1938. A Concise Blackfoot Grammar. Amsterdam: North-Holland. [Reprinted 1978 by AMS Press, New York]
Frantz, Donald G. 1971. Toward a Generative Grammar of Blackfoot. SIL 34.
",,"§Frantz. Donald G. 1966. ""Person Indexing in Blackfoot,"" IJAL 32, 50-8.
Frantz, Donald G. 1978. ""Copying from Complements in Blackfoot,"" in LSNC, 89-109.","§p t k ʔ
     s x
 m n

","p t k ʔ",,"s x","m n",,,,,"j w","§ i
        o
     a",i,a,o,"v all",,,,,,"pitch accent","s p",,"anim inan",3,def,"§1 4ie
2 5
3 6","SVO AN GN DN NUM-N POSS-N/N-POSS",,,,
4690,Cheyenne,,,Montana,"3,500","Amerind: Almosan: Algic: Algonquian: Algonquian Proper",,"Petter, Rodolphe. 1952. Cheyenne Grammar. Newton, Kansas: Mennonite Publication Office.",,"§Frantz, Donald G. 1972. "" Cheyenne Distinctive Features and Phonological Rules"" IJAL 38, 6-13.
Davis, Irvine. 1962. ""Phonological Function in Cheyenne,"" IJAL 28, 36-42.","§p t    k ʔ
     s š x h
 
 m n

","p t k ʔ",," s š x h","m n",,,,,,"§ e    o
      a",e,a,o,"v all",,,,"(C)V(h, ʔ) ","hi lo",,"s p",,"anim inan",2,indef,"§1 4ie
2 5
3 6",,,,,
4691,Arapaho,,,Wyoming,1000,"Amerind: Almosan: Algic: Algonquian: Algonquian Proper",,,,"§Salzmann, Zdeněk. 1956-65. ""Arapaho I-IV,"" IJAL 22, 49-56, 151-8, 266-72, 27,151-5; 31, 39-49, 136-51.
Goddard, Ives. 1974. ""An Outline of the Historical Phonology of Arapaho and Atsina,"" IJAL 40,102-16.","§b       k ʔ
         č
    ϑ s    x h
(m) 

","b  k ʔ",č,"ϑ s x h","(m) ",,,,,"j w","§ i   u
  e   o","i e",,"u o","v all",,,,,"hi lo",,"s p",,"anim inan",,,,"SVO AN GN DN NUM-N POSS-N/(N-POSS 3i)",,,,
4692,Arapaho,,Atsina,Wyoming,"1000 (<10)","Amerind: Almosan: Algic: Algonquian: Algonquian Proper",,,,"§Salzmann, Zdeněk. 1969. ""Salvage Phonology of Gros Ventre (Atsina),"" IJAL 35, 307-14.
Goddard, Ives. 1974. ""An Outline of The Historical Phonology of Arapaho and Atsina,"" IJAL 40, 102-16.","§ b   t     k ʔ
            ts č 
     ϑ s        h
        n

","b t k ʔ","ts č","ϑ s h",n,,,,"cj b t","j w","§ i   u
  e   o","i e",,"u o","i  u ɔ",,,,,,,,,,,,,,,,,
4693,Cree,,Swampy,"E Canada (Ontario)","62,000","Amerind: Almosan: Algic: Algonquian: Algonquian Proper","Faries, Richard, ed. 1938. A Dictionary of the Cree Language. Toronto: Anglican Church of Canada.",,"§Ellis, C. Douglas. 1962. Spoken Cree. Toronto: The Anglican Church of Canada.
Wolfart, H. Christoph and Janet F. Carroll. 1973. Meet Cree: A Practical Guide to the Cree Language. Edmonton: Univ of Alberta Press.",,"§p hp  t ht        k hk
          ts hts
          s      (ṣ)         h
 m      n
         (l)
","p hp t ht k hk","ts hts","s (ṣ) h","m n",(l),,,,"j w","§ I    ʋ
     ɐ",I,ɐ,ʋ,"v i ē a ō",,,,,,non-phonemic,"s p",,"anim inan",2,,"§ 1 4ie
2 5
*3 6
*near/far distinction","SOV/SVO AN GN DN NUM-N POSS-N/N-POSS",,,,
4694,Cree,,Plains,"E Canada (Ontario)","62,000","Amerind: Almosan: Algic: Algonquian: Algonquian Proper",,,,"Todd, Evelyn M. 1972. ""Ojibwa Syllabic Writing and Its Implications for a Standard Ojibwa Alphabet,"" AL 14, 357-60.","§p hp t ht        k hk
               č hč
         s
 m     n

","p hp t ht k hk","č hč",s,"m n",,,,,"j w","§ i
  e   o
     a","i e",a,o,v,,,,,,,,,,,,,,,,,
4695,Cree,,Moose,"E Canada (Ontario)","62,000","Amerind: Almosan: Algic: Algonquian: Algonquian Proper",,,,"Ellis, C. Douglas. 1971. ""Cree Verb Paradigms,"" IJAL 37, 76-95.","§p t  k
     ts
     s     h
 m n
      l
","p t k",ts,"s h","m n",l,,,,"j w","§ i
        o
     a",i,a,o,"i ē a ō",,,,,,,"s p",,"anim inan",,,,"GN POSS-N",,,,
